uid,late_default,cli_anc,cli_ageband,cli_payment,oc_inc0010,oc_inc50pl,oc_children3pl,oc_children0004,oc_children0510,oc_retired,oc_selfemp,oc_student,oc_unemp,oc_socrent,oc_privrent,oc_overdraft,oc_savs10pl,oc_cards2pl
8221,0,3730,5,D,0.024539515,0.425198495,0.003620643,0.005704474,0.011013016,0.078317225,0.140071273,0.005332448,0.006950215,0.041731209,0.048984379,0.11993891,0.282955647,0.316208839
8222,0,3290,4,D,0.029237673,0.45669964,0.045567632,0.035701394,0.097145379,0.000757994,0.13732326,0.002238108,0.036524713,0.001251262,0.080848575,0.194799304,0.1889202,0.278415442
8223,0,2990,7,C,0.091197908,0.193227828,0.00038446,0.000564479,0.001553929,0.933347702,0.007421531,0.007448498,7.34E-05,0.039447486,0.012657486,0.02352877,0.299533844,0.123768985
8224,0,3480,2,D,0.093021572,0.214427575,0.052257985,0.247733355,0.246458173,4.74E-05,0.075209439,0.033162624,0.027310535,0.484097242,0.166704416,0.162008524,0.037689865,0.073886395
8225,0,4980,2,D,0.065957248,0.3269642,0.349266529,0.22017622,0.538030148,6.44E-05,0.099796653,0.067947626,0.024047926,0.753175736,0.079809785,0.070752859,0.023238167,0.053961635
8226,0,5300,5,D,0.014925964,0.487236679,0.01545912,0.012451738,0.023814276,0.101472437,0.144778132,0.005969957,0.037080288,0.004752643,0.083306134,0.154303551,0.37500298,0.401168108
8227,0,2720,3,D,0.037694067,0.349339694,0.184438348,0.219839454,0.393717051,7.01E-05,0.110817492,0.018269226,0.014382407,0.484362364,0.075810611,0.179229975,0.058956429,0.166971445
8228,0,5020,5,C,0.061385334,0.262984082,0.015242159,0.023475006,0.03220734,0.027660832,0.079901099,0.002433237,0.021425337,0.00135996,0.103112161,0.106881499,0.107177138,0.145299196
8229,1,1720,5,P,0.063277245,0.23251915,0.144678474,0.173519254,0.332978725,0.044861734,0.093318284,0.003280455,0.017647281,0.286695242,0.129089356,0.109711766,0.145209014,0.119371712
8230,0,1800,6,C,0.039721608,0.34142971,0.001962256,0.005076863,0.008745931,0.80813694,0.035185933,0.002827311,0.000383115,0.014730893,0.070445776,0.059279114,0.324964225,0.239673495
8231,1,5330,3,P,0.033150554,0.429351628,0.213922858,0.233322144,0.444591284,5.26E-05,0.163674712,0.016547799,0.030154079,0.00732233,0.653718948,0.114037275,0.106362581,0.197192788
8232,0,2780,5,D,0.007211909,0.634207964,0.074795425,0.026815265,0.112001061,0.13566947,0.128007174,0.004579909,0.02939634,0.001247738,0.03751412,0.166913867,0.448032498,0.440535307
8233,0,2750,7,C,0.0731709,0.300496101,0.000763146,0.000872141,0.002325654,0.948496819,0.013855159,0.007973671,0.000193568,0.001240861,0.011316828,0.022337601,0.379016519,0.174874187
8234,1,3160,1,P,0.208036661,0.106750593,0.045441747,0.200484753,0.121786773,8.41E-06,0.025261805,0.425065994,0.066626608,0.356311083,0.420089245,0.092330098,0.011968035,0.012138039
8235,0,5260,1,D,0.084250927,0.269395292,0.012810133,0.085179687,0.052609712,3.58E-05,0.03644523,0.361783505,0.030514494,0.057279915,0.222688675,0.124895573,0.06539084,0.047450036
8236,0,4170,1,C,0.248825789,0.120817334,0.036688328,0.151882172,0.099711239,1.80E-05,0.031134367,0.426372051,0.062837064,0.693001747,0.172275186,0.086021423,0.011360379,0.014087729
8237,0,5150,5,C,0.06061995,0.241431013,0.003643706,0.00525004,0.008988708,0.173721314,0.123647928,0.005937096,0.039998472,0.03569743,0.058278889,0.118450046,0.320245445,0.255381584
8238,1,3390,3,P,0.044161201,0.269554935,0.133005977,0.20198226,0.338352442,0.000076007,0.090152681,0.019928768,0.014399521,0.038249135,0.207173228,0.173516631,0.050778523,0.131661415
8239,0,4210,3,D,0.121305227,0.176084548,0.197244048,0.246301413,0.409855604,3.54E-05,0.134205461,0.015951648,0.031905413,0.5929389,0.176526666,0.139558077,0.022192217,0.101932406
8240,0,5440,3,C,0.012012519,0.432629049,0.180659175,0.204151869,0.362044573,7.32E-05,0.096005857,0.025372833,0.013962545,0.021080136,0.139204264,0.197064638,0.125897318,0.290196657
8241,0,2330,6,D,0.230603933,0.066571124,0.020110369,0.011168823,0.025642708,0.867930889,0.030919299,0.002789253,0.002000416,0.84200716,0.01004345,0.02859883,0.097185224,0.060454577
8242,1,3410,4,P,0.179293156,0.155206323,0.093400717,0.027272582,0.120223582,0.000893708,0.155588031,0.003422381,0.063561618,0.65129137,0.095587492,0.106614649,0.045999974,0.11311245
8243,0,1660,2,D,0.058346659,0.309787452,0.151805162,0.322837591,0.318459988,2.41E-05,0.08267957,0.052649498,0.025620624,0.147215009,0.269640446,0.136648178,0.039756142,0.09617281
8244,0,4600,3,P,0.0126203,0.541693568,0.03943336,0.090616584,0.150577188,4.32E-05,0.162429094,0.027742446,0.011039376,0.02640298,0.707058907,0.208852291,0.280878246,0.383321047
8245,0,1910,5,C,0.111045182,0.184971221,0.00967285,0.00890664,0.014755011,0.026734173,0.09191978,0.00256216,0.021467999,0.239825606,0.075781882,0.092683435,0.212862492,0.118525863
8246,0,4150,3,D,0.062528968,0.174850993,0.143712759,0.145831347,0.292812824,4.92E-05,0.105562687,0.015423141,0.028998539,0.320399284,0.126088858,0.16141355,0.075896218,0.125380874
8247,0,3900,5,P,0.01930584,0.463457465,0.015109181,0.011943519,0.024182811,0.048694432,0.107047498,0.003598662,0.009264149,0.001243256,0.04712978,0.155188441,0.301668286,0.2924335
8248,0,2830,6,C,0.055092871,0.419371903,0.000746741,0.002871115,0.005002022,0.827895641,0.04127124,0.003448779,0.00097708,0.001240725,0.097600579,0.047177374,0.381924749,0.303153038
8249,0,5150,6,C,0.305174112,0.020185577,0.002192814,0.005697738,0.009833761,0.815359592,0.022574946,0.001711898,0.000560205,0.667872429,0.021943688,0.041243494,0.059062108,0.050592274
8250,1,4810,2,P,0.018557996,0.338085026,0.08979249,0.26821065,0.245248675,0.000059369,0.109321177,0.036899179,0.019297704,0.004540257,0.445552349,0.211777568,0.112988681,0.225122809
8251,1,5330,4,P,0.060867637,0.294117704,0.026187256,0.019508511,0.060674965,0.001148278,0.132687688,0.002130926,0.03701815,0.019077152,0.302253246,0.184192419,0.172965765,0.262204886
8252,0,1710,5,P,0.037455678,0.36351943,0.019530401,0.011379585,0.026877239,0.119186103,0.146469235,0.008065857,0.063041806,0.03050296,0.124478817,0.073443949,0.267466426,0.253405571
8253,1,1960,3,P,0.129776001,0.120333195,0.03706187,0.147448182,0.174754977,8.93E-05,0.094680011,0.061632156,0.009317152,0.053984404,0.874113083,0.197274566,0.04265786,0.151430368
8254,0,4470,6,P,0.028931037,0.497518063,0.000627618,0.003347464,0.004658219,0.760886192,0.066004455,0.005612545,0.001060849,0.001243874,0.146431088,0.077791989,0.437687397,0.315851212
8255,0,1870,2,D,0.044488639,0.279037416,0.034375459,0.288792133,0.209030509,4.02E-05,0.094822824,0.04632628,0.01060953,0.001251439,0.694190025,0.205634594,0.036776133,0.108073115
8256,0,2000,3,D,0.012235403,0.517098844,0.229937077,0.239582419,0.442923069,4.95E-05,0.104479849,0.014836542,0.015517026,0.001262673,0.181157708,0.207276464,0.115800142,0.215916395
8257,0,4580,6,P,0.010666423,0.509004355,0.064149678,0.022786349,0.10003233,0.781976223,0.05137822,0.003411461,0.000444804,0.036139488,0.083067596,0.068137527,0.497518539,0.392932415
8258,0,4520,1,D,0.035236269,0.58724165,0.005933229,0.066126585,0.030937195,3.73E-05,0.048473388,0.342725277,0.01758115,0.025131568,0.475368261,0.15027082,0.0974814,0.07406795
8259,0,3070,4,D,0.085694611,0.174268775,0.050294489,0.025357857,0.104188144,0.000642168,0.090707004,0.001328182,0.022007287,0.451879263,0.058593184,0.171754599,0.04194089,0.105009913
8260,0,4960,4,C,0.030174851,0.379278213,0.061182261,0.02657944,0.082850575,0.000467257,0.136887193,0.00200632,0.015839547,0.182018638,0.079160452,0.169121742,0.173579156,0.190238953
8261,0,1680,3,C,0.016573161,0.45967254,0.021259159,0.143716693,0.178855777,4.13E-05,0.123920381,0.021602824,0.00798703,0.005173411,0.482343435,0.294896126,0.166965395,0.348600149
8262,0,4050,6,D,0.023476243,0.549441457,0.000731638,0.002904762,0.004011646,0.722471237,0.083441138,0.004581068,0.00157852,0.003463944,0.179440498,0.085504532,0.426180661,0.356800795
8263,0,2200,5,D,0.052505523,0.307692483,0.019830063,0.016865104,0.025757387,0.049784362,0.081860185,0.003529688,0.014288545,0.030536696,0.059300125,0.096540988,0.15465343,0.17896688
8264,0,4070,3,D,0.100422919,0.146768209,0.274443388,0.234005213,0.43921423,6.05E-05,0.078322828,0.018406525,0.023262844,0.404906273,0.131445527,0.164511442,0.020201407,0.068388104
8265,0,5480,2,D,0.061017156,0.246429071,0.121519268,0.047728539,0.149150372,5.62E-05,0.086420417,0.043020427,0.033679813,0.001261217,0.145489097,0.132757902,0.042153113,0.082260191
8266,1,4530,3,P,0.118944943,0.234604955,0.265743971,0.245082021,0.455038786,0.000156879,0.088577688,0.040941387,0.033120126,0.849903584,0.032074213,0.114421964,0.02533894,0.0807302
8267,0,2870,3,D,0.018177763,0.445075423,0.152993202,0.258975267,0.421119213,3.09E-05,0.095306277,0.015671074,0.018899232,0.001382639,0.213621616,0.270463944,0.09363696,0.18563509
8268,0,1690,6,D,0.259902716,0.036309808,0.001191701,0.002644993,0.003873557,0.795106888,0.044019938,0.002242332,0.001220403,0.170904279,0.100107551,0.04715851,0.144120753,0.094744444
8269,0,3390,2,P,0.017091498,0.547521651,0.012131117,0.180593014,0.128371358,2.55E-05,0.126125932,0.059249133,0.011940755,0.001246247,0.654690266,0.220709205,0.157373488,0.282412529
8270,1,2650,3,P,0.051061064,0.262364239,0.154885292,0.175962687,0.366078138,6.02E-05,0.099741876,0.013246894,0.01926735,0.150057197,0.139733791,0.1851964,0.049875073,0.144954324
8271,0,3450,7,C,0.078021526,0.207238302,0.001202274,0.001458551,0.003187699,0.931137085,0.019698486,0.007474568,0.000245785,0.003636453,0.025002107,0.04011783,0.353861332,0.200686336
8272,0,2570,7,D,0.137785435,0.101326585,0.000285851,0.000762711,0.001409304,0.943780899,0.014597148,0.005496576,0.000277459,0.031839937,0.015837625,0.014789827,0.276702285,0.118070304
8273,0,2020,3,D,0.049743325,0.230391108,0.123437464,0.201854587,0.342095614,6.44E-05,0.104300797,0.009815902,0.025032222,0.017285347,0.316199303,0.187057257,0.064571589,0.158607125
8274,1,3010,3,P,0.035434723,0.376036644,0.033670574,0.161427617,0.221370816,0.000027527,0.139926791,0.017473072,0.015316561,0.030941144,0.611989021,0.208683848,0.105759382,0.230571747
8275,0,2820,5,C,0.038907468,0.415448338,0.001104198,0.004310139,0.004426934,0.081264913,0.15018785,0.005409826,0.047620654,0.007195007,0.198068738,0.169714809,0.363462567,0.377308846
8276,0,5200,5,C,0.084427059,0.307565987,0.004224237,0.006870996,0.011488795,0.015907839,0.147884965,0.004555032,0.034958959,0.275125265,0.339203358,0.093188584,0.208789587,0.214254141
8277,0,1520,1,D,0.053277999,0.465937555,0.025308028,0.145843267,0.10128206,0.000141044,0.081129372,0.362348557,0.07845825,0.023399308,0.229299069,0.085446477,0.072227031,0.049257875
8278,1,2340,2,C,0.037613958,0.212011919,0.133652091,0.339182377,0.331791639,3.11E-05,0.078113973,0.037302762,0.017954171,0.088423312,0.371480942,0.177073956,0.042658076,0.115947127
8279,0,2670,7,D,0.074504912,0.243605673,0.001163683,0.002526017,0.004346222,0.9332304,0.009706892,0.005703766,9.62E-05,0.052903742,0.037121773,0.022355616,0.326167822,0.125621796
8280,1,1690,5,C,0.016817868,0.548526943,0.006727565,0.016280353,0.020652056,0.033405721,0.135970354,0.006207749,0.006767392,0.019979432,0.063793361,0.196442008,0.318618774,0.34992075
8281,0,2770,3,C,0.037403822,0.44088757,0.104742944,0.219239116,0.321352243,4.57E-05,0.122913361,0.033647955,0.011821538,0.018320933,0.413567066,0.198391914,0.118858635,0.220268369
8282,0,4220,6,D,0.055154949,0.155297577,0.001161169,0.002061235,0.003107458,0.810344696,0.039608508,0.003143907,0.000804108,0.0150721,0.022009194,0.050990582,0.414743185,0.239075899
8283,0,3610,4,D,0.012066871,0.56501174,0.045891434,0.032057762,0.115521729,0.002329448,0.148992896,0.004400909,0.023474574,0.003683906,0.041006535,0.153675079,0.248349547,0.34039402
8284,0,1940,2,D,0.178661346,0.116994578,0.104912698,0.333306313,0.312563658,4.24E-05,0.09206903,0.048503995,0.04480952,0.829512119,0.05964011,0.149714351,0.024158031,0.054309547
8285,0,3600,5,D,0.022947356,0.415197015,0.016494677,0.013137952,0.022134051,0.090465426,0.134755254,0.004692867,0.030439645,0.025127977,0.086700022,0.180725575,0.294977665,0.328515291
8286,0,3370,2,D,0.055266142,0.228123624,0.078027248,0.354676247,0.305836201,0.000039604,0.081330836,0.042926669,0.016617611,0.001253951,0.676249504,0.203637123,0.047799677,0.092770159
8287,0,3520,7,C,0.023242191,0.38761282,0.00038376,0.000669833,0.001366646,0.912615776,0.011147454,0.011238366,3.81E-05,0.010534391,0.008892484,0.020653099,0.50681603,0.193793297
8288,0,3810,7,C,0.111129642,0.213347301,0.000112251,0.000440419,0.000618052,0.921795368,0.022914916,0.00771454,0.000296003,0.001251545,0.073737562,0.040856779,0.436654329,0.248056054
8289,0,3370,3,D,0.005041555,0.535092294,0.112835228,0.241651297,0.386949301,9.50E-05,0.122789025,0.0263533,0.006290797,0.00488906,0.095079124,0.286484957,0.19925344,0.340595007
8290,0,5370,7,D,0.116500974,0.1141764,0.000350265,0.0006501,0.001158523,0.93745327,0.014963254,0.007720437,0.000287587,0.036306173,0.009823315,0.018600375,0.285344243,0.08727634
8291,0,3250,5,C,0.044928491,0.25815618,0.008348279,0.007554192,0.015562736,0.053102583,0.091257095,0.003481312,0.013328902,0.04157415,0.060321957,0.09764421,0.202750087,0.207868099
8292,1,2070,2,P,0.019069001,0.421740353,0.067196369,0.253638506,0.234112263,0.000117539,0.08906728,0.078268707,0.026554063,0.024708957,0.277031899,0.226552963,0.17337954,0.266712666
8293,0,2570,2,P,0.15112567,0.126702719,0.088814974,0.369727373,0.336929083,2.64E-05,0.078592062,0.049525231,0.0380027,0.353113413,0.275188446,0.128759384,0.020358544,0.052598208
8294,1,1650,2,C,0.015016601,0.435828507,0.09765172,0.388287783,0.368176222,4.68E-05,0.062027901,0.062703013,0.012464061,0.017214418,0.178189516,0.181514978,0.071267203,0.185835958
8295,0,3060,4,D,0.017118976,0.544980228,0.010298826,0.011202872,0.01914233,0.000987133,0.147817135,0.002452789,0.022142097,0.001244674,0.056221694,0.179567576,0.305467248,0.350780487
8296,1,1790,5,C,0.22470355,0.177243948,0.00602524,0.006473023,0.01048997,0.051243931,0.130203843,0.011470705,0.163873315,0.768027306,0.073866665,0.079738975,0.114246726,0.126526833
8297,0,1870,4,D,0.042000532,0.317237973,0.069348216,0.037685663,0.119582176,0.000992569,0.141922593,0.002242573,0.031008601,0.061307848,0.098413885,0.222335219,0.108233601,0.221961498
8298,0,2200,3,D,0.005477671,0.613990426,0.109236658,0.237911224,0.379765272,8.93E-05,0.121696174,0.025326937,0.006813671,0.009950988,0.110872746,0.273096561,0.231333196,0.460539818
8299,0,4440,3,D,0.010318004,0.451347172,0.172912598,0.178667665,0.340036869,8.11E-05,0.102274299,0.034862161,0.008905761,0.052196741,0.110865891,0.191113949,0.201530635,0.26039958
8300,0,4390,4,P,0.015024543,0.510707676,0.084077418,0.033035517,0.121572256,0.002151566,0.117378235,0.002140062,0.027681828,0.001242841,0.058857173,0.15048039,0.264840066,0.311017752
8301,0,1670,5,D,0.09684962,0.168057732,0.01362735,0.010530084,0.022665873,0.030581981,0.091195703,0.003274011,0.01999718,0.433847666,0.028837696,0.115751028,0.11457476,0.087008476
8302,0,4340,5,D,0.008547559,0.559739351,0.008866839,0.007033207,0.01801756,0.167185307,0.165238023,0.02807343,0.024310157,0.011322334,0.037592173,0.084020555,0.486889243,0.501882553
8303,0,2340,5,P,0.007877044,0.673594713,0.020092145,0.01484967,0.025636956,0.119656265,0.151960135,0.007055312,0.022243321,0.001242375,0.034210622,0.145137906,0.471564412,0.432271481
8304,0,3230,2,C,0.05668208,0.272493616,0.110776603,0.484819889,0.450290918,1.95E-05,0.085730851,0.043963522,0.017470628,0.255358696,0.572436333,0.205176711,0.068025947,0.14506948
8305,0,1520,4,D,0.161183238,0.16568828,0.085874677,0.038401961,0.134331822,0.000481858,0.109745503,0.001491229,0.050315291,0.494038582,0.078529179,0.12805295,0.035583362,0.09656924
8306,0,5320,5,D,0.298421145,0.081916425,0.003970802,0.007457677,0.010133192,0.069430232,0.089446604,0.010598242,0.081271172,0.202287197,0.13252604,0.096481562,0.092929661,0.08703655
8307,0,3370,3,P,0.024053887,0.408748865,0.063954532,0.025662318,0.100635707,0.000104725,0.130955577,0.014792197,0.021460056,0.061637461,0.154157519,0.160309911,0.155282259,0.229566217
8308,0,1510,1,D,0.049376726,0.45004344,0.030951515,0.144045949,0.095146537,6.14E-05,0.029136524,0.437194824,0.019144803,0.012356736,0.173081279,0.074680388,0.056343407,0.044274926
8309,0,2370,5,C,0.210799694,0.102572709,0.006724879,0.009233035,0.018121705,0.022052214,0.07176441,0.003551472,0.036255717,0.678948879,0.033651918,0.09130764,0.065836266,0.054376662
8310,1,3500,2,D,0.018712372,0.412136197,0.06305927,0.273728371,0.251016855,0.000058976,0.150717974,0.040997177,0.015648305,0.048340857,0.304455042,0.202081323,0.125506044,0.215180636
8311,0,3070,5,C,0.011915296,0.37447089,0.036853731,0.019850418,0.071164906,0.135600209,0.145146608,0.007532552,0.035525888,0.024832293,0.087214708,0.117729425,0.368601143,0.351103783
8312,0,1900,3,D,0.031660676,0.337700292,0.237773299,0.191661596,0.41063714,8.69E-05,0.103578329,0.021348804,0.034461916,0.106363535,0.101127625,0.151449442,0.09429282,0.216593146
8313,0,3150,4,C,0.039104551,0.283044204,0.0413661,0.037317395,0.095114887,0.000666411,0.133476853,0.001784137,0.026171714,0.013143264,0.284529209,0.208294272,0.120244384,0.217681646
8314,1,3290,3,P,0.047173917,0.373161674,0.062958717,0.120954752,0.204260588,6.13E-05,0.101160944,0.048445612,0.011024818,0.041986764,0.475481749,0.217136145,0.123992085,0.249868512
8315,0,2010,2,D,0.021817222,0.42222932,0.077290177,0.40754962,0.34365797,2.14E-05,0.089498878,0.041061968,0.016130045,0.001250084,0.350279808,0.18470192,0.070327148,0.124945402
8316,0,3250,4,P,0.057121486,0.499370277,0.017281905,0.023290053,0.05128479,0.00015594,0.154929757,0.002723858,0.025683865,0.001246964,0.743145466,0.157401919,0.168873072,0.236605763
8317,0,5140,7,C,0.122344732,0.290983737,0.000629193,0.0009121,0.001924957,0.918893337,0.024941176,0.007180929,0.000490424,0.001249882,0.117538333,0.021479502,0.331969857,0.147527337
8318,0,4820,5,C,0.04050231,0.296326727,0.027601764,0.015230253,0.036388576,0.044731259,0.088659465,0.004638072,0.009589553,0.0498541,0.073789954,0.089779198,0.183821559,0.20313859
8319,0,3200,6,P,0.021034151,0.328241676,0.001567868,0.002668288,0.004444823,0.772012234,0.050811976,0.003621809,0.000421288,0.02139014,0.019500226,0.075716317,0.535940647,0.382808209
8320,0,4530,3,D,0.066140294,0.222359963,0.091803432,0.166177392,0.272352219,7.21E-05,0.095799625,0.006539751,0.022770077,0.046918482,0.647861958,0.179537058,0.078561813,0.204669714
8321,1,2710,2,C,0.061963528,0.177330494,0.04779622,0.272938013,0.211698413,0.00004758,0.091555417,0.031087697,0.026965812,0.001260747,0.62511301,0.182937503,0.04374525,0.110275388
8322,0,4280,7,D,0.078184545,0.168227896,0.023800463,0.060932159,0.096013427,0.920113087,0.020071417,0.007028114,0.000301337,0.063991368,0.020424709,0.020150304,0.233354926,0.073602915
8323,0,2060,6,D,0.331368208,0.01533516,0.002202958,0.004677799,0.007388227,0.818847179,0.033073038,0.001502428,0.001844375,0.867028713,0.006041586,0.038120896,0.073137626,0.040963948
8324,1,1820,1,P,0.080842793,0.414401323,0.006243557,0.070939481,0.039798558,4.72E-05,0.043845475,0.430310965,0.017736465,0.014619552,0.470081568,0.145229697,0.067342535,0.050721616
8325,0,3100,5,D,0.255348921,0.071187556,0.018788606,0.015353069,0.030673891,0.018468142,0.073559701,0.002764443,0.037658185,0.844398022,0.015749499,0.078790247,0.041524552,0.047301054
8326,0,4940,2,D,0.035456568,0.294787541,0.135049582,0.350041151,0.360196829,3.85E-05,0.086787581,0.037918121,0.017333567,0.212925673,0.169526696,0.171205163,0.04870382,0.094683528
8327,0,3230,4,D,0.043135911,0.241001606,0.140777111,0.032063574,0.143742085,0.000473914,0.10181737,0.001428464,0.0217987,0.130784631,0.078312933,0.141423106,0.068073437,0.143050313
8328,0,4290,2,D,0.09075886,0.152405329,0.104541838,0.393661261,0.33814311,2.17E-05,0.066317141,0.051043689,0.02461265,0.174045086,0.492253304,0.155231834,0.017313257,0.058116317
8329,0,1970,5,C,0.147360086,0.06531864,0.016701236,0.015886769,0.02629678,0.015108243,0.082485795,0.002007958,0.02413848,0.025477275,0.567139626,0.131853461,0.076518565,0.096044302
8330,0,4160,4,D,0.037060171,0.415560514,0.047291786,0.030511066,0.093439519,0.001277281,0.123620629,0.00256904,0.023090184,0.001243578,0.177496433,0.156541705,0.151256561,0.246768832
8331,1,2140,4,P,0.041721702,0.383342415,0.112959027,0.040344298,0.146426439,0.000470246,0.119235992,0.002119642,0.017895743,0.189249635,0.068372846,0.154841423,0.100563437,0.146738291
8332,0,4110,3,D,0.009067275,0.411543489,0.10091275,0.220068693,0.352804899,0.00008725,0.085468829,0.016009167,0.014629349,0.001253249,0.129470944,0.207478881,0.082057685,0.222767353
8333,0,5370,2,P,0.033899456,0.327276617,0.130351663,0.389105558,0.390181065,0.000102116,0.117853582,0.059121043,0.036574274,0.068660259,0.515768528,0.10818392,0.077859819,0.144489169
8334,0,4270,5,D,0.023914665,0.436161995,0.008009844,0.007274695,0.011838004,0.051550061,0.09704572,0.00796096,0.010808796,0.013191216,0.033863574,0.128530383,0.382929087,0.328022718
8335,1,3050,2,C,0.082286716,0.204261698,0.021756932,0.210549235,0.152896643,0.000021781,0.088139594,0.035809815,0.020693332,0.016657993,0.694465637,0.15680635,0.046841927,0.09505558
8336,0,2940,4,P,0.023825645,0.351315498,0.098735571,0.14405787,0.275074959,0.000978157,0.138964772,0.003643367,0.012368716,0.081775308,0.162725925,0.167724848,0.171610892,0.275411129
8337,0,3440,2,P,0.035129666,0.273650169,0.061092049,0.277623653,0.252892256,5.64E-05,0.071522474,0.046298951,0.019002587,0.042318136,0.22414887,0.203229427,0.072952241,0.158749342
8338,0,2380,5,C,0.043920249,0.398358911,0.004269466,0.006840922,0.007713061,0.027692273,0.14343071,0.004750274,0.010627635,0.003046518,0.169255257,0.204800725,0.257742167,0.261723518
8339,0,3670,3,D,0.029722676,0.308005452,0.039839715,0.160105348,0.207042694,5.49E-05,0.114763081,0.011668809,0.022553697,0.001250254,0.538410664,0.21197176,0.120049089,0.277091503
8340,1,2410,2,C,0.033855945,0.314324632,0.177294493,0.373773575,0.360523939,5.72E-05,0.093150735,0.060546905,0.029341295,0.086752892,0.395759344,0.218064666,0.080466062,0.161258102
8341,0,4700,5,D,0.031207725,0.444854975,0.012487575,0.010717288,0.018807218,0.104930103,0.153902054,0.00892172,0.056099653,0.023134917,0.193956494,0.110023022,0.274276733,0.337862253
8342,1,5070,1,P,0.039174438,0.400171936,0.013046689,0.083911121,0.065144777,5.37E-05,0.06007582,0.306142092,0.017726824,0.111098707,0.485980272,0.146540999,0.067468673,0.070875108
8343,1,4860,2,P,0.050164193,0.211307839,0.082005739,0.277387381,0.279951096,4.34E-05,0.093957186,0.056264907,0.015413448,0.382925034,0.187432408,0.184219003,0.034626678,0.131962419
8344,0,4550,5,D,0.007535607,0.623961568,0.21947825,0.209014177,0.380122662,0.126678228,0.15021801,0.007856473,0.059059382,0.001254326,0.182468891,0.117604017,0.296209157,0.270543575
8345,0,2470,7,D,0.243012548,0.03927479,0.000115803,0.000544495,0.000806564,0.937310696,0.013651326,0.022056386,0.000179665,0.001259389,0.20482409,0.027356416,0.242091417,0.118127465
8346,0,2300,5,P,0.040036917,0.326797813,0.008993119,0.009720683,0.016050696,0.106277347,0.176780701,0.005375836,0.033989102,0.023572609,0.071985066,0.161373973,0.241988063,0.311971903
8347,0,3430,4,D,0.012825608,0.678483129,0.040528983,0.022228047,0.06847465,0.000312969,0.196733356,0.002637139,0.029345423,0.001244036,0.363586903,0.183383107,0.302334368,0.406808376
8348,0,2270,4,D,0.023431778,0.573657036,0.004226703,0.011008054,0.024186313,0.000502436,0.20149827,0.00399423,0.026855603,0.003235079,0.676852703,0.214431405,0.27575165,0.379922867
8349,1,2360,1,C,0.196008921,0.13393613,0.044746786,0.187669754,0.12824738,1.49E-05,0.026131243,0.351580143,0.038395286,0.680789948,0.12666142,0.115599752,0.010243272,0.01131051
8350,0,1940,5,D,0.037658542,0.309958041,0.081928134,0.024756551,0.05771485,0.033090621,0.077251077,0.004710622,0.018690631,0.00725114,0.072752655,0.098221004,0.152121365,0.175595522
8351,0,4670,4,D,0.062892079,0.209078372,0.071062923,0.04387185,0.148878813,0.000375873,0.115874589,0.001766941,0.027863011,0.494130373,0.070159793,0.155229092,0.071671426,0.12421006
8352,0,4470,1,D,0.175890803,0.207135096,0.077673852,0.182475448,0.160916448,0.000103078,0.070604742,0.441158295,0.086833477,0.128616571,0.457422495,0.066269517,0.023421921,0.017034844
8353,0,2200,4,P,0.082485199,0.185715821,0.040888757,0.03267026,0.088724136,0.000360236,0.12181133,0.001578857,0.016399398,0.036063522,0.415435076,0.185351133,0.043477774,0.124156058
8354,0,3110,1,C,0.066878259,0.279519022,0.009821042,0.102559388,0.052658618,3.29E-05,0.033873141,0.362705946,0.02635102,0.017246619,0.434193134,0.140349388,0.054957226,0.047707111
8355,0,5190,5,D,0.096048832,0.251439333,0.013515852,0.012556575,0.018459603,0.121178031,0.121404827,0.006410521,0.04394576,0.011891723,0.219718576,0.08542794,0.131471574,0.156057239
8356,0,3830,4,D,0.064680874,0.279516414,0.015562177,0.025158048,0.050903231,0.000694354,0.138848782,0.001821074,0.029880509,0.001252407,0.3443501,0.170372605,0.113935292,0.188941002
8357,0,4080,5,D,0.057727605,0.309538335,0.001740524,0.00539539,0.005591784,0.084660888,0.160238743,0.008578897,0.04198274,0.001245721,0.28601861,0.138622046,0.30397439,0.241628766
8358,0,2000,7,D,0.008417554,0.288042039,0.029479742,0.006637622,0.02374205,0.910316944,0.011732809,0.005902074,9.89E-05,0.015641466,0.02415134,0.025489226,0.323450923,0.108994484
8359,0,3980,7,D,0.13087213,0.13870097,8.82E-05,0.000383004,0.000607747,0.921289444,0.012714654,0.005271018,0.000194542,0.001248148,0.150704384,0.028646618,0.337676525,0.127161384
8360,0,4570,7,D,0.207409382,0.028330471,0.000152486,0.000629417,0.000971959,0.937351704,0.009039626,0.003903635,0.000104418,0.035409451,0.029120192,0.024180844,0.284327984,0.083004177
8361,0,3540,2,P,0.078387439,0.199731886,0.077711165,0.35601306,0.31365037,2.46E-05,0.077310741,0.042846561,0.023905739,0.089231491,0.452013254,0.1888901,0.030831225,0.079251468
8362,1,5450,5,P,0.045041472,0.25513801,0.004098792,0.005692218,0.010150753,0.061240792,0.116726041,0.003653742,0.010985032,0.037478685,0.105947733,0.118008852,0.270707428,0.245489121
8363,0,3820,3,D,0.027034476,0.479980409,0.211681724,0.191718459,0.401972771,0.000156078,0.154868007,0.021551132,0.019555837,0.045218706,0.465125561,0.141859531,0.104658097,0.212702036
